gene,logFC,logCPM,LR,PValue,FDR
ENSG00000198976.1,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000260179.1,1.03302619,-3.071356918,4.482163736,0.034250333,0.995853392
ENSG00000223663.2,4.642947671,-4.511039349,6.788286834,0.009175792,0.995853392
ENSG00000237402.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000271989.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000215785.2,3.857035712,-4.815353952,6.042358485,0.013966614,0.995853392
ENSG00000226849.1,4.3097294,-4.654964101,7.865939387,0.005037465,0.995853392
ENSG00000120952.4,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000204478.11,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000272510.1,3.862949062,-4.814556285,6.588710721,0.010262747,0.995853392
ENSG00000215695.2,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000226029.1,0.584983801,-1.5033648,3.878939468,0.048895434,0.995853392
ENSG00000227066.2,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000261025.1,3.56546843,-4.902378554,5.103110872,0.023882974,0.995853392
ENSG00000233427.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000269967.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000227409.1,2.811259402,-4.444300888,6.221036706,0.012624117,0.995853392
ENSG00000217897.2,2.248339295,-4.654818848,3.881437883,0.048822727,0.995853392
ENSG00000291157.1,1.175797507,-3.145223423,4.645183819,0.031140802,0.995853392
ENSG00000197273.4,1.708803559,-3.65146952,4.888612535,0.027034404,0.995853392
ENSG00000229431.1,1.299286884,-3.096974683,4.305443291,0.037990593,0.995853392
ENSG00000234315.1,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000242267.7,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000225671.2,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000177414.14,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000235055.3,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000286863.2,1.210679546,-3.410387857,4.33456074,0.037346051,0.995853392
ENSG00000057468.7,1.576690437,-3.577250585,6.615537601,0.010109282,0.995853392
ENSG00000234099.1,3.555759477,-4.903588641,5.079032994,0.024216873,0.995853392
ENSG00000228086.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000232971.2,3.568703598,-4.901976031,5.111157441,0.023772456,0.995853392
ENSG00000235933.2,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000264419.1,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000116824.5,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000187481.2,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000274642.1,2.462421965,-4.579680016,4.520656202,0.033487985,0.995853392
ENSG00000230186.3,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000290121.1,1.914691345,-4.145291379,6.054323157,0.013872292,0.995853392
ENSG00000168509.20,3.568715885,-4.901974511,5.111187943,0.023772038,0.995853392
ENSG00000236806.1,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000234283.1,3.562224502,-4.902782509,5.095054362,0.023994162,0.995853392
ENSG00000250734.2,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000143627.19,2.469965906,-4.580958205,4.55882723,0.032749492,0.995853392
ENSG00000189030.10,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000237409.2,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000228863.8,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000283360.1,2.459463953,-4.578125273,5.239969853,0.022073656,0.995853392
ENSG00000143167.12,2.805925462,-4.443913865,7.602525435,0.00582866,0.995853392
ENSG00000273160.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000235303.1,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000200674.1,2.459511387,-4.580072794,5.243263799,0.022031903,0.995853392
ENSG00000227373.6,1.032702712,-2.675142767,6.452540772,0.011079379,0.995853392
ENSG00000162779.22,1.253539638,-3.617459297,4.703251611,0.030105609,0.995853392
ENSG00000232792.2,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000227240.2,3.860528283,-4.814957423,6.02834486,0.014077928,0.995853392
ENSG00000213046.4,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000233040.2,4.11351606,-4.73173335,5.851818133,0.015560966,0.995853392
ENSG00000226862.1,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000236889.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000174059.17,2.196484973,-4.318402143,4.364736582,0.036690155,0.995853392
ENSG00000286198.3,2.633765272,-4.50779123,5.575002947,0.018218634,0.995853392
ENSG00000234233.1,3.562224502,-4.902782509,5.095054362,0.023994162,0.995853392
ENSG00000229983.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000281664.1,4.10910077,-4.731737848,8.124385182,0.004367379,0.995853392
ENSG00000250536.1,2.223787598,-3.993540368,5.464979792,0.019401278,0.995853392
ENSG00000286421.1,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000236358.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000279261.2,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000173728.11,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000282317.1,3.861456416,-4.814954405,6.963283482,0.008319921,0.995853392
ENSG00000197617.9,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000202079.1,1.0850446,-3.475834065,4.007878396,0.045288105,0.995853392
ENSG00000172554.12,4.664796309,-4.509482722,12.74735678,0.000356513,0.995853392
ENSG00000115705.22,4.319107171,-4.653782202,8.934816542,0.002797856,0.995853392
ENSG00000236790.7,1.075196429,-3.200517637,5.140019536,0.023380385,0.995853392
ENSG00000206898.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000286427.1,1.883860094,-3.411780393,10.66793978,0.001090085,0.995853392
ENSG00000283031.2,1.231324328,-3.123344907,6.52305421,0.010648498,0.995853392
ENSG00000231636.1,2.805421863,-4.440347779,7.535611864,0.006049119,0.995853392
ENSG00000143994.14,1.481575131,-2.964819732,10.2495897,0.00136715,0.995853392
ENSG00000270210.1,1.787061485,-3.614186963,9.278057655,0.002319152,0.995853392
ENSG00000226972.2,1.790022989,-4.201647784,4.538981635,0.033131297,0.995853392
ENSG00000226087.4,1.65200729,-4.042181413,5.128350447,0.023538087,0.995853392
ENSG00000273063.1,2.817411549,-4.442753819,6.421221695,0.011276456,0.995853392
ENSG00000293077.1,3.568703598,-4.901976031,5.111157441,0.023772456,0.995853392
ENSG00000234488.1,1.511717256,-3.616137562,5.204776873,0.022524906,0.995853392
ENSG00000229221.1,2.459517264,-4.581347786,5.243288728,0.022031587,0.995853392
ENSG00000289463.1,0.78797883,-2.111515044,4.050551351,0.044156921,0.995853392
ENSG00000230836.1,3.568691311,-4.901977551,5.111126939,0.023772874,0.995853392
ENSG00000227088.2,3.861456416,-4.814954405,6.963283482,0.008319921,0.995853392
ENSG00000115593.15,2.121243029,-2.673209199,8.435141721,0.003680382,0.995853392
ENSG00000290104.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000198914.5,1.447032721,-3.413602366,5.209389183,0.022465226,0.995853392
ENSG00000283303.1,4.111070343,-4.731734849,7.309011295,0.006860967,0.995853392
ENSG00000273073.1,1.391962255,-3.544701338,4.030055612,0.044696468,0.995853392
ENSG00000233786.1,3.562224502,-4.902782509,5.095054362,0.023994162,0.995853392
ENSG00000229104.1,2.250360482,-4.654029447,3.849452306,0.049762238,0.995853392
ENSG00000286225.1,2.047253491,-3.859035637,6.045069297,0.013945186,0.995853392
ENSG00000234119.1,3.565443883,-4.902381593,5.103050024,0.023883811,0.995853392
ENSG00000281469.1,3.859316098,-4.815355461,6.617986394,0.010095391,0.995853392
ENSG00000282440.1,3.870451024,-4.814156571,5.402346393,0.020109698,0.995853392
ENSG00000228586.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000271924.1,2.304466396,-4.25983592,5.355306356,0.020659304,0.995853392
ENSG00000115844.11,2.649050887,-4.511770168,5.103431751,0.023878556,0.995853392
ENSG00000226963.1,3.56546843,-4.902378554,5.103110872,0.023882974,0.995853392
ENSG00000279598.1,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000234663.7,1.336630163,-3.143687121,6.294744254,0.012109649,0.995853392
ENSG00000213110.2,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000288900.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000230408.3,3.86800071,-4.814155061,6.001120493,0.014296796,0.995853392
ENSG00000236681.1,3.565456157,-4.902380073,5.103080448,0.023883392,0.995853392
ENSG00000207047.2,3.565456157,-4.902380073,5.103080448,0.023883392,0.995853392
ENSG00000168582.5,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000231063.1,3.562236762,-4.90278099,5.095084708,0.023993742,0.995853392
ENSG00000216721.3,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000199400.1,1.90728374,-3.894548558,4.616256232,0.03167029,0.995853392
ENSG00000250011.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000226125.2,1.927929019,-4.147991738,3.919111223,0.047740113,0.995853392
ENSG00000232520.2,4.107150575,-4.732531486,8.176743978,0.004243085,0.995853392
ENSG00000235013.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000223198.1,2.166211984,-4.3183124,6.06375126,0.013798428,0.995853392
ENSG00000288705.1,3.868015405,-4.814153552,6.001070146,0.014297204,0.995853392
ENSG00000228162.2,3.565443883,-4.902381593,5.103050024,0.023883811,0.995853392
ENSG00000225493.1,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000244528.1,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000237990.3,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000236152.1,1.857039644,-4.44290444,3.90382207,0.048176389,0.995853392
ENSG00000270207.2,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000230082.1,0.723486586,-1.988462583,3.946059466,0.046981261,0.995853392
ENSG00000228874.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000291281.1,3.568728173,-4.901972991,5.111218446,0.02377162,0.995853392
ENSG00000229468.1,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000206728.1,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000235424.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000238267.1,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000286781.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000199906.1,1.660254104,-4.257808881,4.188628049,0.040696019,0.995853392
ENSG00000234562.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000235288.3,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000227123.1,3.565456157,-4.902380073,5.103080448,0.023883392,0.995853392
ENSG00000229453.3,4.321053737,-4.653386589,8.905589763,0.00284299,0.995853392
ENSG00000179564.4,1.311573346,-3.856608797,4.258185795,0.039061617,0.995853392
ENSG00000168309.18,3.562212242,-4.902784028,5.095024015,0.023994582,0.995853392
ENSG00000272181.1,4.100113986,-4.732928183,6.627100536,0.010043862,0.995853392
ENSG00000271266.1,1.874398366,-3.409278545,6.826504914,0.008981485,0.995853392
ENSG00000172969.8,1.791311145,-3.47864518,6.627024874,0.010044289,0.995853392
ENSG00000289078.1,4.107150575,-4.732531486,8.176743978,0.004243085,0.995853392
ENSG00000250562.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000240476.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000214380.4,3.565456157,-4.902380073,5.103080448,0.023883392,0.995853392
ENSG00000206531.12,4.100083689,-4.732931179,6.627218038,0.0100432,0.995853392
ENSG00000243359.3,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000240922.1,2.030580024,-4.096013148,6.645214147,0.009942253,0.995853392
ENSG00000244139.3,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000065371.18,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000285908.1,1.857075384,-4.44415697,4.036591473,0.044523662,0.995853392
ENSG00000250543.1,3.568679024,-4.901979071,5.111096438,0.023773292,0.995853392
ENSG00000289986.1,2.019907135,-4.380059701,5.029877876,0.024913655,0.995853392
ENSG00000205412.5,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000243025.1,4.10460911,-4.732534483,6.940731998,0.008425463,0.995853392
ENSG00000248710.1,3.568691311,-4.901977551,5.111126939,0.023772874,0.995853392
ENSG00000287319.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000188306.7,1.214307439,-3.410014321,4.29820829,0.038152548,0.995853392
ENSG00000223715.3,0.609660005,-0.977562864,4.337596071,0.037279524,0.995853392
ENSG00000239880.1,2.249278327,-4.654423443,3.864881309,0.049306681,0.995853392
ENSG00000224406.6,3.865219145,-4.814557794,5.406960985,0.020056603,0.995853392
ENSG00000280270.1,3.568728173,-4.901972991,5.111218446,0.02377162,0.995853392
ENSG00000289331.2,2.646945051,-4.511383454,5.713314393,0.016836722,0.995853392
ENSG00000236412.1,1.785386132,-4.199301186,3.989496927,0.045784732,0.995853392
ENSG00000224563.1,3.555759477,-4.903588641,5.079032994,0.024216873,0.995853392
ENSG00000205835.9,1.002692619,-2.954919787,4.197181319,0.040491229,0.995853392
ENSG00000286870.1,2.534155141,-4.147005677,9.044256309,0.002635214,0.995853392
ENSG00000275426.1,1.405253129,-3.814310969,4.346457027,0.037086022,0.995853392
ENSG00000293213.1,1.3115896,-3.859198378,4.258290722,0.039059204,0.995853392
ENSG00000272995.1,4.512673873,-4.578647199,7.855042735,0.005067915,0.995853392
ENSG00000248343.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000251332.1,1.91743755,-4.146953999,5.397888615,0.020161127,0.995853392
ENSG00000207944.1,4.10910077,-4.731737848,8.124385182,0.004367379,0.995853392
ENSG00000243260.3,2.456966762,-4.580858119,4.57910769,0.032364064,0.995853392
ENSG00000249064.1,2.648716395,-4.510990796,5.675593848,0.017202516,0.995853392
ENSG00000213851.3,4.102649433,-4.732929681,7.360353482,0.006667768,0.995853392
ENSG00000248494.1,1.660255906,-4.257430784,4.188637038,0.040695803,0.995853392
ENSG00000269506.2,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000128040.13,3.86800071,-4.814155061,6.001120493,0.014296796,0.995853392
ENSG00000288659.3,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000206629.1,3.562224502,-4.902782509,5.095054362,0.023994162,0.995853392
ENSG00000232398.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000248547.2,1.005288237,-2.474988353,6.627501784,0.0100416,0.995853392
ENSG00000221639.1,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000289379.2,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000156269.5,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000251321.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000273156.2,0.668385645,-2.006144028,3.901657027,0.048238508,0.995853392
ENSG00000251175.5,2.642871209,-4.509730725,5.63615061,0.017593794,0.995853392
ENSG00000250304.2,3.874034243,-4.814150532,4.224606864,0.039841848,0.995853392
ENSG00000286700.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000249618.6,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000251388.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000241411.1,2.459465208,-4.578126753,5.240078163,0.022072282,0.995853392
ENSG00000248863.3,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000261268.2,2.532802487,-4.144308388,9.345508864,0.002235326,0.995853392
ENSG00000285783.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000250902.1,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000279994.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000244146.1,2.249126161,-4.655710366,4.113636436,0.042538804,0.995853392
ENSG00000287544.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000251025.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000272218.1,2.796371297,-4.443429787,4.285553333,0.038437569,0.995853392
ENSG00000224807.5,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000246016.2,2.462384317,-4.581738769,4.921068643,0.026531102,0.995853392
ENSG00000248150.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000185296.8,3.56546843,-4.902378554,5.103110872,0.023882974,0.995853392
ENSG00000249156.2,2.140804636,-4.043501736,6.378186085,0.011553145,0.995853392
ENSG00000199731.1,3.562236762,-4.90278099,5.095084708,0.023993742,0.995853392
ENSG00000251443.3,1.034377104,-2.410569291,7.710023779,0.005491503,0.995853392
ENSG00000288579.1,2.807761545,-4.441883563,6.569168645,0.010376041,0.995853392
ENSG00000272144.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000248464.1,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000234602.9,4.107997008,-4.732134707,8.498549111,0.003554298,0.995853392
ENSG00000248475.5,2.250356127,-4.654030935,3.849509474,0.049760542,0.995853392
ENSG00000249279.6,1.354888109,-3.353194382,4.784193228,0.028722099,0.995853392
ENSG00000251682.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000248846.3,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000253787.1,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000251599.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000253558.2,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000214890.3,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000132840.10,3.562224502,-4.902782509,5.095054362,0.023994162,0.995853392
ENSG00000250330.1,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000233828.5,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000250551.1,4.116641113,-4.731340907,6.570245876,0.010369762,0.995853392
ENSG00000247402.2,2.249126161,-4.655710366,4.113636436,0.042538804,0.995853392
ENSG00000243758.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000248752.3,2.446467955,-4.578911374,4.524667056,0.033409576,0.995853392
ENSG00000270021.1,0.839176004,-2.835561758,4.06168546,0.043866695,0.995853392
ENSG00000289155.2,0.906639031,-2.104180649,5.273795259,0.021648764,0.995853392
ENSG00000253965.3,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000290893.1,1.661184901,-4.258276027,4.066511539,0.043741521,0.995853392
ENSG00000262576.3,2.034199209,-3.652427762,10.40908487,0.001253969,0.995853392
ENSG00000279130.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000091010.6,1.273608634,-3.375357746,5.446525382,0.019607286,0.995853392
ENSG00000113263.14,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000253256.1,3.565443883,-4.902381593,5.103050024,0.023883811,0.995853392
ENSG00000247699.2,1.313399689,-3.858840025,4.05750291,0.043975483,0.995853392
ENSG00000254187.1,1.758478741,-3.993044184,5.135779522,0.02343756,0.995853392
ENSG00000212402.1,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000131183.11,3.568703598,-4.901976031,5.111157441,0.023772456,0.995853392
ENSG00000290968.1,2.645912849,-4.510605402,6.109247557,0.013447637,0.995853392
ENSG00000249109.1,3.568703598,-4.901976031,5.111157441,0.023772456,0.995853392
ENSG00000254158.1,3.565456157,-4.902380073,5.103080448,0.023883392,0.995853392
ENSG00000286785.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000260239.2,3.87389459,-4.814158081,4.224569746,0.039842719,0.995853392
ENSG00000269985.2,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000218868.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000219294.6,2.459511387,-4.580072794,5.243263799,0.022031903,0.995853392
ENSG00000237786.1,4.317820879,-4.654176247,9.457204427,0.002103214,0.995853392
ENSG00000287359.1,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000272345.1,0.78332042,-1.85873817,5.570816504,0.018262243,0.995853392
ENSG00000278637.2,4.318386302,-4.654174758,9.914849995,0.001639505,0.995853392
ENSG00000184357.5,1.328555189,-2.901779532,8.287047532,0.003992886,0.995853392
ENSG00000204188.8,3.192864818,-4.99544985,3.927173294,0.047511742,0.995853392
ENSG00000270800.4,1.195293114,-2.970546783,4.108155602,0.04267688,0.995853392
ENSG00000273870.1,4.500177603,-4.580215699,10.36310479,0.001285588,0.995853392
ENSG00000228559.2,4.108050614,-4.732133208,8.149401466,0.004307538,0.995853392
ENSG00000226917.6,2.130908723,-4.039735235,8.054720894,0.004538523,0.995853392
ENSG00000266494.1,3.56546843,-4.902378554,5.103110872,0.023882974,0.995853392
ENSG00000219222.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000203972.10,4.100083689,-4.732931179,6.627218038,0.0100432,0.995853392
ENSG00000216998.1,3.568691311,-4.901977551,5.111126939,0.023772874,0.995853392
ENSG00000223622.2,4.317820879,-4.654176247,9.457204427,0.002103214,0.995853392
ENSG00000137270.11,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000289286.1,4.108050614,-4.732133208,8.149401466,0.004307538,0.995853392
ENSG00000203489.3,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000217512.1,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000286042.1,2.643087841,-4.509727788,6.408909051,0.011354916,0.995853392
ENSG00000279659.1,1.21146994,-3.041267879,4.811897606,0.028263905,0.995853392
ENSG00000213211.2,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000280232.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000218793.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000220130.1,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000232699.3,1.358790444,-3.693453973,5.343370617,0.020801215,0.995853392
ENSG00000229315.7,2.935858751,-4.376660821,6.948133263,0.008390674,0.995853392
ENSG00000251258.2,1.506304793,-3.614400937,5.528253389,0.018711775,0.995853392
ENSG00000219619.2,3.192838749,-4.995452911,3.927122975,0.047513164,0.995853392
ENSG00000285446.1,3.562224502,-4.902782509,5.095054362,0.023994162,0.995853392
ENSG00000293084.1,4.317827492,-4.65417327,9.456902263,0.00210356,0.995853392
ENSG00000287731.1,2.156212555,-4.313280384,5.438228724,0.019700638,0.995853392
ENSG00000218857.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000290067.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000112299.8,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000221500.1,1.01668495,-3.225197775,3.84479461,0.049900633,0.995853392
ENSG00000218565.2,3.189427184,-4.995855218,3.920527218,0.047699919,0.995853392
ENSG00000270638.1,1.232062631,-2.875989013,8.040113512,0.004575267,0.995853392
ENSG00000227748.2,3.18596827,-4.996263556,3.913850381,0.047889759,0.995853392
ENSG00000289045.1,0.888580213,-1.652600519,4.850298487,0.027641349,0.995853392
ENSG00000252244.1,2.434621008,-4.203373887,6.620714486,0.010079939,0.995853392
ENSG00000219433.2,1.66141259,-4.258937639,4.085490221,0.043252903,0.995853392
ENSG00000232290.1,3.562224502,-4.902782509,5.095054362,0.023994162,0.995853392
ENSG00000269155.2,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000289623.2,4.11667402,-4.731337908,6.570144924,0.010370351,0.995853392
ENSG00000230960.3,3.862949062,-4.814556285,6.588710721,0.010262747,0.995853392
ENSG00000261795.1,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000225606.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000290069.1,1.35373935,-3.43835266,5.687772811,0.017083523,0.995853392
ENSG00000227436.1,2.16210603,-4.31641174,4.842063253,0.027773646,0.995853392
ENSG00000286507.1,3.56546843,-4.902378554,5.103110872,0.023882974,0.995853392
ENSG00000253508.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000225907.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000201432.1,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000225739.1,2.052840779,-4.095640069,4.795800669,0.028529194,0.995853392
ENSG00000211698.2,2.317565434,-4.259925006,5.549123816,0.01848994,0.995853392
ENSG00000289269.1,2.032025285,-3.857519655,8.571659735,0.003414358,0.995853392
ENSG00000229628.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000228897.1,3.558984105,-4.903186378,5.087018356,0.024105603,0.995853392
ENSG00000273720.1,3.857009427,-4.815356969,6.04246755,0.013965751,0.995853392
ENSG00000213650.3,0.889366743,-2.385675276,4.18628692,0.040752261,0.995853392
ENSG00000287869.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000272831.2,1.541261315,-4.09550877,4.233218746,0.039640198,0.995853392
ENSG00000225128.1,3.182540106,-4.996668745,3.907242918,0.048078411,0.995853392
ENSG00000227646.7,3.568715885,-4.901974511,5.111187943,0.023772038,0.995853392
ENSG00000226254.1,3.568691311,-4.901977551,5.111126939,0.023772874,0.995853392
ENSG00000234695.1,3.189414167,-4.995856748,3.920502131,0.047700631,0.995853392
ENSG00000267052.3,2.469965906,-4.580958205,4.55882723,0.032749492,0.995853392
ENSG00000237974.1,3.185981268,-4.996262027,3.913875394,0.047889046,0.995853392
ENSG00000234985.2,1.111132138,-2.813318298,5.066790589,0.024388498,0.995853392
ENSG00000288881.1,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
ENSG00000231098.1,3.189401151,-4.995858278,3.920477045,0.047701343,0.995853392
ENSG00000231794.5,3.860569293,-4.814952896,6.028185731,0.014079197,0.995853392
ENSG00000289438.1,3.87389459,-4.814158081,4.224569746,0.039842719,0.995853392
ENSG00000214815.2,3.192877853,-4.99544832,3.927198454,0.047511031,0.995853392
ENSG00000253183.1,3.558996351,-4.903184859,5.087048625,0.024105182,0.995853392
ENSG00000221836.4,3.192851783,-4.995451381,3.927148135,0.047512453,0.995853392
